LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)
E01001383,Ealing 028D,E09000009,Ealing,11.6,22673,7
E01001384,Ealing 032C,E09000009,Ealing,9.8,24713,8
E01001385,Ealing 032D,E09000009,Ealing,8.6,26344,9
E01001386,Ealing 031F,E09000009,Ealing,9.9,24623,8
E01001387,Ealing 032E,E09000009,Ealing,16.5,17508,6
E01001388,Ealing 028E,E09000009,Ealing,34.8,5956,2
E01001389,Ealing 028F,E09000009,Ealing,21.1,13509,5
E01032572,Ealing 040D,E09000009,Ealing,16.3,17645,6
E01032743,Ealing 010F,E09000009,Ealing,27.4,9353,3
E01032744,Ealing 010G,E09000009,Ealing,33.8,6338,2
E01001390,Enfield 036A,E09000010,Enfield,10.5,23838,8
E01001391,Enfield 036B,E09000010,Enfield,25.6,10400,4
E01001392,Enfield 032A,E09000010,Enfield,10.7,23651,8
E01001393,Enfield 036C,E09000010,Enfield,19.1,15156,5
E01001394,Enfield 035A,E09000010,Enfield,27.0,9612,3
E01001395,Enfield 035B,E09000010,Enfield,35.3,5795,2
E01001396,Enfield 036D,E09000010,Enfield,19.0,15197,5
E01001397,Enfield 035C,E09000010,Enfield,24.6,10992,4
E01001398,Enfield 021A,E09000010,Enfield,9.2,25510,8
E01001399,Enfield 021B,E09000010,Enfield,11.2,23079,8
E01001400,Enfield 021C,E09000010,Enfield,10.4,24050,8
E01001401,Enfield 016A,E09000010,Enfield,12.4,21705,7
E01001402,Enfield 021D,E09000010,Enfield,9.0,25812,8
E01001403,Enfield 021E,E09000010,Enfield,15.9,18070,6
E01001404,Enfield 026A,E09000010,Enfield,19.2,15105,5
E01001405,Enfield 015A,E09000010,Enfield,12.1,22069,7
E01001406,Enfield 015B,E09000010,Enfield,24.5,11086,4
E01001407,Enfield 005A,E09000010,Enfield,18.5,15675,5
E01001408,Enfield 004A,E09000010,Enfield,16.7,17296,6
E01001409,Enfield 005B,E09000010,Enfield,34.9,5926,2
E01001410,Enfield 005C,E09000010,Enfield,45.5,2967,1
E01001411,Enfield 004B,E09000010,Enfield,13.4,20608,7
E01001412,Enfield 004C,E09000010,Enfield,28.4,8853,3
E01001413,Enfield 004D,E09000010,Enfield,7.8,27340,9
E01001414,Enfield 004E,E09000010,Enfield,42.8,3518,2
E01001415,Enfield 011A,E09000010,Enfield,15.5,18476,6
E01001416,Enfield 013A,E09000010,Enfield,7.7,27463,9
E01001417,Enfield 011B,E09000010,Enfield,8.3,26756,9
E01001418,Enfield 011C,E09000010,Enfield,21.1,13494,5
E01001419,Enfield 020A,E09000010,Enfield,15.2,18716,6
E01001420,Enfield 020B,E09000010,Enfield,26.4,9953,4
E01001421,Enfield 020C,E09000010,Enfield,26.7,9728,3
E01001422,Enfield 011D,E09000010,Enfield,7.9,27233,9
E01001423,Enfield 027A,E09000010,Enfield,31.8,7161,3
E01001424,Enfield 030A,E09000010,Enfield,45.7,2918,1
E01001425,Enfield 027B,E09000010,Enfield,48.2,2455,1
E01001426,Enfield 030B,E09000010,Enfield,41.0,3965,2
E01001427,Enfield 030C,E09000010,Enfield,42.6,3582,2
E01001428,Enfield 027C,E09000010,Enfield,38.1,4845,2
E01001429,Enfield 030D,E09000010,Enfield,46.4,2781,1
E01001430,Enfield 030E,E09000010,Enfield,42.1,3702,2
E01001431,Enfield 033A,E09000010,Enfield,43.3,3388,2
E01001432,Enfield 033B,E09000010,Enfield,39.6,4375,2
E01001433,Enfield 007A,E09000010,Enfield,36.1,5499,2
E01001434,Enfield 007B,E09000010,Enfield,28.2,8928,3
E01001435,Enfield 007C,E09000010,Enfield,26.2,10023,4
E01001436,Enfield 007D,E09000010,Enfield,28.6,8730,3
E01001437,Enfield 014A,E09000010,Enfield,38.8,4642,2
E01001438,Enfield 007E,E09000010,Enfield,34.9,5904,2
E01001439,Enfield 006A,E09000010,Enfield,35.3,5806,2
E01001440,Enfield 012A,E09000010,Enfield,30.6,7766,3
E01001441,Enfield 006B,E09000010,Enfield,37.1,5182,2
E01001442,Enfield 002A,E09000010,Enfield,44.5,3165,1
E01001444,Enfield 001A,E09000010,Enfield,22.8,12215,4
E01001445,Enfield 003B,E09000010,Enfield,29.8,8094,3
E01001446,Enfield 001B,E09000010,Enfield,27.9,9085,3
E01001447,Enfield 003C,E09000010,Enfield,42.8,3524,2
E01001448,Enfield 003D,E09000010,Enfield,30.2,7950,3
E01001449,Enfield 003E,E09000010,Enfield,29.4,8289,3
E01001450,Enfield 015C,E09000010,Enfield,21.4,13223,5
E01001451,Enfield 017A,E09000010,Enfield,16.8,17172,6
E01001452,Enfield 017B,E09000010,Enfield,11.4,22909,7
E01001453,Enfield 017C,E09000010,Enfield,6.2,29230,9
E01001454,Enfield 017D,E09000010,Enfield,9.1,25609,8
E01001455,Enfield 021F,E09000010,Enfield,11.2,23129,8
E01001456,Enfield 022A,E09000010,Enfield,5.7,29825,10
E01001457,Enfield 010A,E09000010,Enfield,13.9,20056,7
E01001458,Enfield 037A,E09000010,Enfield,40.3,4196,2
E01001459,Enfield 024A,E09000010,Enfield,23.8,11498,4
E01001460,Enfield 024B,E09000010,Enfield,38.3,4797,2
E01001461,Enfield 027D,E09000010,Enfield,40.0,4246,2
E01001462,Enfield 024C,E09000010,Enfield,35.1,5863,2
E01001463,Enfield 031A,E09000010,Enfield,22.7,12284,4
E01001464,Enfield 027E,E09000010,Enfield,38.3,4782,2
E01001465,Enfield 031B,E09000010,Enfield,24.4,11104,4
E01001466,Enfield 031C,E09000010,Enfield,28.3,8860,3
E01001467,Enfield 031D,E09000010,Enfield,26.5,9903,4
E01001468,Enfield 010B,E09000010,Enfield,29.8,8107,3
E01001469,Enfield 008A,E09000010,Enfield,23.3,11863,4
E01001470,Enfield 013B,E09000010,Enfield,10.6,23825,8
E01001471,Enfield 010C,E09000010,Enfield,17.4,16683,6
E01001472,Enfield 010D,E09000010,Enfield,13.8,20183,7
E01001473,Enfield 013C,E09000010,Enfield,16.0,17974,6
E01001474,Enfield 010E,E09000010,Enfield,13.1,20983,7
E01001475,Enfield 013D,E09000010,Enfield,7.3,27973,9
E01001476,Enfield 018A,E09000010,Enfield,28.0,9017,3
E01001477,Enfield 018B,E09000010,Enfield,35.0,5893,2
E01001478,Enfield 016B,E09000010,Enfield,25.9,10250,4
E01001479,Enfield 023A,E09000010,Enfield,33.3,6554,2
E01001480,Enfield 024D,E09000010,Enfield,30.6,7739,3
E01001481,Enfield 018C,E09000010,Enfield,26.5,9869,4
E01001482,Enfield 023B,E09000010,Enfield,38.5,4720,2
E01001483,Enfield 025A,E09000010,Enfield,53.7,1643,1
E01001484,Enfield 016C,E09000010,Enfield,24.5,11064,4
E01001485,Enfield 025B,E09000010,Enfield,37.1,5172,2
E01001486,Enfield 025C,E09000010,Enfield,41.5,3856,2
E01001487,Enfield 023C,E09000010,Enfield,35.0,5869,2
E01001488,Enfield 024E,E09000010,Enfield,30.5,7798,3
E01001489,Enfield 023D,E09000010,Enfield,30.9,7594,3
E01001491,Enfield 023E,E09000010,Enfield,32.8,6746,3
E01001492,Enfield 025E,E09000010,Enfield,32.0,7065,3
E01001493,Enfield 026B,E09000010,Enfield,29.2,8384,3
E01001494,Enfield 026C,E09000010,Enfield,15.5,18473,6
E01001495,Enfield 029A,E09000010,Enfield,12.5,21557,7
E01001496,Enfield 026D,E09000010,Enfield,14.3,19665,6
E01001497,Enfield 031E,E09000010,Enfield,23.5,11718,4
E01001498,Enfield 029B,E09000010,Enfield,17.4,16629,6
E01001499,Enfield 031F,E09000010,Enfield,24.0,11372,4
E01001500,Enfield 035D,E09000010,Enfield,19.8,14503,5
E01001501,Enfield 036E,E09000010,Enfield,26.3,9993,4
E01001502,Enfield 018D,E09000010,Enfield,31.2,7448,3
E01001503,Enfield 018E,E09000010,Enfield,28.2,8948,3
E01001504,Enfield 012B,E09000010,Enfield,30.3,7894,3
E01001505,Enfield 012C,E09000010,Enfield,33.6,6432,2
E01001506,Enfield 014B,E09000010,Enfield,38.7,4674,2
E01001507,Enfield 012D,E09000010,Enfield,40.5,4121,2
E01001508,Enfield 012E,E09000010,Enfield,31.9,7139,3
E01001509,Enfield 014C,E09000010,Enfield,34.3,6129,2
E01001510,Enfield 014D,E09000010,Enfield,47.2,2622,1
E01001511,Enfield 016D,E09000010,Enfield,21.9,12867,4
E01001512,Enfield 015D,E09000010,Enfield,18.4,15781,5
E01001513,Enfield 012F,E09000010,Enfield,33.4,6497,2
E01001514,Enfield 016E,E09000010,Enfield,21.7,12968,4
E01001515,Enfield 015E,E09000010,Enfield,37.1,5175,2
E01001516,Enfield 005D,E09000010,Enfield,28.9,8539,3
E01001517,Enfield 006C,E09000010,Enfield,48.7,2365,1
E01001518,Enfield 016F,E09000010,Enfield,22.4,12462,4
E01001519,Enfield 020D,E09000010,Enfield,13.2,20796,7
E01001520,Enfield 019A,E09000010,Enfield,17.4,16603,6
E01001521,Enfield 028A,E09000010,Enfield,8.9,25863,8
E01001522,Enfield 019B,E09000010,Enfield,14.1,19881,7
E01001523,Enfield 019C,E09000010,Enfield,8.8,26051,8
E01001524,Enfield 019D,E09000010,Enfield,21.1,13445,5
E01001525,Enfield 020E,E09000010,Enfield,16.8,17196,6
E01001526,Enfield 019E,E09000010,Enfield,10.2,24301,8
E01001527,Enfield 036F,E09000010,Enfield,15.8,18129,6
E01001528,Enfield 032B,E09000010,Enfield,34.9,5918,2
E01001529,Enfield 032C,E09000010,Enfield,32.2,6993,3
E01001530,Enfield 032D,E09000010,Enfield,20.5,13931,5
E01001531,Enfield 028B,E09000010,Enfield,8.4,26522,9
E01001532,Enfield 028C,E09000010,Enfield,8.5,26409,9
E01001533,Enfield 028D,E09000010,Enfield,7.1,28218,9
E01001534,Enfield 032E,E09000010,Enfield,11.2,23107,8
E01001535,Enfield 028E,E09000010,Enfield,14.4,19585,6
E01001536,Enfield 008B,E09000010,Enfield,18.8,15451,5
E01001537,Enfield 005E,E09000010,Enfield,11.6,22687,7
E01001538,Enfield 009A,E09000010,Enfield,11.1,23188,8
E01001539,Enfield 009B,E09000010,Enfield,15.2,18732,6
E01001540,Enfield 008C,E09000010,Enfield,14.3,19677,6
E01001541,Enfield 008D,E09000010,Enfield,9.7,24871,8
E01001542,Enfield 008E,E09000010,Enfield,18.6,15570,5
E01001543,Enfield 009C,E09000010,Enfield,9.6,24981,8
E01001544,Enfield 009D,E09000010,Enfield,9.6,25045,8
E01001545,Enfield 002B,E09000010,Enfield,45.5,2973,1
E01001546,Enfield 001C,E09000010,Enfield,27.9,9083,3
E01001547,Enfield 002C,E09000010,Enfield,29.2,8436,3
E01001548,Enfield 002D,E09000010,Enfield,32.1,7056,3
E01001549,Enfield 006D,E09000010,Enfield,42.9,3503,2
E01001550,Enfield 006E,E09000010,Enfield,36.0,5526,2
E01001551,Enfield 002E,E09000010,Enfield,42.1,3680,2
E01001552,Enfield 001D,E09000010,Enfield,26.4,9954,4
E01001553,Enfield 037B,E09000010,Enfield,38.3,4794,2
E01001554,Enfield 037C,E09000010,Enfield,42.0,3713,2
E01001555,Enfield 033C,E09000010,Enfield,34.7,6000,2
E01001556,Enfield 035E,E09000010,Enfield,19.3,15029,5
E01001557,Enfield 033D,E09000010,Enfield,30.2,7947,3
E01001558,Enfield 033E,E09000010,Enfield,39.7,4348,2
E01001559,Enfield 033F,E09000010,Enfield,41.1,3951,2
E01001560,Enfield 035F,E09000010,Enfield,34.5,6067,2
E01001562,Enfield 037D,E09000010,Enfield,46.6,2725,1
E01001563,Enfield 029C,E09000010,Enfield,16.6,17402,6
E01001564,Enfield 022B,E09000010,Enfield,10.3,24184,8
E01001565,Enfield 029D,E09000010,Enfield,16.3,17684,6
E01001566,Enfield 029E,E09000010,Enfield,13.9,20017,7
E01001567,Enfield 022C,E09000010,Enfield,6.3,29111,9
E01001568,Enfield 022D,E09000010,Enfield,9.8,24723,8
E01001569,Enfield 022E,E09000010,Enfield,10.4,24037,8
E01001570,Enfield 026E,E09000010,Enfield,17.9,16189,5
E01032574,Enfield 037E,E09000010,Enfield,31.5,7300,3
E01033146,Enfield 025F,E09000010,Enfield,37.6,5022,2
E01033148,Enfield 003F,E09000010,Enfield,36.0,5551,2
E01033150,Enfield 003G,E09000010,Enfield,26.8,9725,3
E01033151,Enfield 025G,E09000010,Enfield,39.7,4365,2
E01001571,Greenwich 008A,E09000011,Greenwich,17.9,16175,5
E01001572,Greenwich 008B,E09000011,Greenwich,15.5,18456,6
E01001573,Greenwich 008C,E09000011,Greenwich,15.7,18225,6
E01001574,Greenwich 008D,E09000011,Greenwich,39.3,4479,2
E01001575,Greenwich 003A,E09000011,Greenwich,47.5,2565,1
E01001576,Greenwich 003B,E09000011,Greenwich,39.5,4419,2
E01001577,Greenwich 003C,E09000011,Greenwich,33.6,6440,2
E01001578,Greenwich 003D,E09000011,Greenwich,26.8,9697,3
E01001579,Greenwich 003E,E09000011,Greenwich,37.7,4983,2
E01001580,Greenwich 021A,E09000011,Greenwich,10.8,23584,8
E01001581,Greenwich 016A,E09000011,Greenwich,20.4,13999,5
E01001582,Greenwich 021B,E09000011,Greenwich,23.3,11864,4
E01001583,Greenwich 021C,E09000011,Greenwich,13.5,20534,7
E01001584,Greenwich 021D,E09000011,Greenwich,8.8,26016,8
E01001585,Greenwich 016B,E09000011,Greenwich,12.9,21113,7
E01001586,Greenwich 016C,E09000011,Greenwich,24.1,11294,4
E01001587,Greenwich 016D,E09000011,Greenwich,12.1,22066,7
E01001588,Greenwich 012A,E09000011,Greenwich,36.0,5533,2
E01001589,Greenwich 012B,E09000011,Greenwich,27.7,9174,3
E01001590,Greenwich 014A,E09000011,Greenwich,18.3,15901,5
E01001591,Greenwich 012C,E09000011,Greenwich,31.7,7189,3
E01001592,Greenwich 014B,E09000011,Greenwich,14.7,19244,6
E01001593,Greenwich 014C,E09000011,Greenwich,11.4,22827,7
E01001594,Greenwich 014D,E09000011,Greenwich,36.3,5415,2
E01001595,Greenwich 012D,E09000011,Greenwich,23.2,11892,4
E01001596,Greenwich 032A,E09000011,Greenwich,9.4,25312,8
E01001597,Greenwich 031A,E09000011,Greenwich,15.2,18757,6
E01001598,Greenwich 031B,E09000011,Greenwich,14.2,19780,7
E01001599,Greenwich 032B,E09000011,Greenwich,17.4,16636,6
E01001600,Greenwich 032C,E09000011,Greenwich,13.5,20482,7
E01001601,Greenwich 032D,E09000011,Greenwich,11.0,23383,8
E01001602,Greenwich 031C,E09000011,Greenwich,32.4,6918,3
E01001603,Greenwich 031D,E09000011,Greenwich,36.7,5305,2
E01001604,Greenwich 027A,E09000011,Greenwich,13.5,20549,7
E01001605,Greenwich 023A,E09000011,Greenwich,7.2,28074,9
E01001606,Greenwich 023B,E09000011,Greenwich,6.4,28995,9
E01001607,Greenwich 027B,E09000011,Greenwich,17.9,16263,5
E01001608,Greenwich 027C,E09000011,Greenwich,14.3,19688,6
E01001609,Greenwich 027D,E09000011,Greenwich,22.0,12789,4
E01001610,Greenwich 023C,E09000011,Greenwich,12.9,21169,7
E01001611,Greenwich 023D,E09000011,Greenwich,18.9,15294,5
E01001613,Greenwich 028A,E09000011,Greenwich,20.0,14317,5
E01001614,Greenwich 028B,E09000011,Greenwich,8.6,26343,9
E01001615,Greenwich 028C,E09000011,Greenwich,20.2,14143,5
E01001617,Greenwich 028D,E09000011,Greenwich,8.8,26084,8
E01001618,Greenwich 030C,E09000011,Greenwich,23.6,11623,4
E01001619,Greenwich 030D,E09000011,Greenwich,14.7,19186,6
E01001620,Greenwich 025A,E09000011,Greenwich,31.7,7205,3
E01001621,Greenwich 025B,E09000011,Greenwich,31.9,7132,3
E01001623,Greenwich 025C,E09000011,Greenwich,24.7,10924,4
E01001624,Greenwich 025D,E09000011,Greenwich,25.3,10556,4
E01001625,Greenwich 025E,E09000011,Greenwich,40.6,4073,2
E01001629,Greenwich 009A,E09000011,Greenwich,30.4,7852,3
E01001631,Greenwich 007B,E09000011,Greenwich,34.1,6211,2
E01001632,Greenwich 007C,E09000011,Greenwich,18.6,15631,5
E01001633,Greenwich 009B,E09000011,Greenwich,34.2,6202,2
E01001634,Greenwich 009C,E09000011,Greenwich,41.7,3802,2
E01001635,Greenwich 007D,E09000011,Greenwich,23.2,11906,4
E01001636,Greenwich 007E,E09000011,Greenwich,25.7,10378,4
E01001637,Greenwich 009D,E09000011,Greenwich,27.1,9554,3
E01001638,Greenwich 038A,E09000011,Greenwich,28.1,8986,3
E01001640,Greenwich 035A,E09000011,Greenwich,30.6,7763,3
E01001641,Greenwich 038B,E09000011,Greenwich,16.3,17618,6
E01001642,Greenwich 038C,E09000011,Greenwich,11.5,22742,7
E01001644,Greenwich 038D,E09000011,Greenwich,17.3,16768,6
E01001645,Greenwich 022A,E09000011,Greenwich,27.9,9118,3
E01001646,Greenwich 019A,E09000011,Greenwich,25.0,10745,4
E01001647,Greenwich 022B,E09000011,Greenwich,21.6,13052,4
E01001648,Greenwich 022C,E09000011,Greenwich,19.2,15054,5
E01001649,Greenwich 022D,E09000011,Greenwich,35.2,5827,2
E01001650,Greenwich 019B,E09000011,Greenwich,32.0,7097,3
E01001651,Greenwich 019C,E09000011,Greenwich,43.6,3333,2
E01001652,Greenwich 019D,E09000011,Greenwich,17.5,16562,6
E01001653,Greenwich 029A,E09000011,Greenwich,40.9,3995,2
E01001654,Greenwich 029B,E09000011,Greenwich,39.9,4285,2
E01001655,Greenwich 029C,E09000011,Greenwich,42.5,3586,2
E01001656,Greenwich 034A,E09000011,Greenwich,18.3,15898,5
E01001657,Greenwich 034B,E09000011,Greenwich,11.3,23034,8
E01001658,Greenwich 034C,E09000011,Greenwich,18.2,15955,5
E01001659,Greenwich 034D,E09000011,Greenwich,20.7,13757,5
E01001660,Greenwich 029D,E09000011,Greenwich,33.6,6434,2
E01001661,Greenwich 029E,E09000011,Greenwich,35.1,5857,2
E01001662,Greenwich 037A,E09000011,Greenwich,22.1,12724,4
E01001664,Greenwich 037B,E09000011,Greenwich,21.3,13303,5
E01001665,Greenwich 037C,E09000011,Greenwich,17.2,16860,6
E01001666,Greenwich 036A,E09000011,Greenwich,25.3,10546,4
E01001667,Greenwich 036B,E09000011,Greenwich,42.6,3574,2
E01001668,Greenwich 036C,E09000011,Greenwich,26.9,9655,3
E01001669,Greenwich 033A,E09000011,Greenwich,27.8,9131,3
E01001671,Greenwich 033B,E09000011,Greenwich,22.9,12091,4
E01001672,Greenwich 006A,E09000011,Greenwich,27.1,9511,3
E01001673,Greenwich 006B,E09000011,Greenwich,35.9,5579,2
E01001674,Greenwich 006C,E09000011,Greenwich,22.1,12679,4
E01001675,Greenwich 006D,E09000011,Greenwich,28.7,8659,3
E01001676,Greenwich 033C,E09000011,Greenwich,28.3,8863,3
E01001677,Greenwich 006E,E09000011,Greenwich,19.7,14595,5
E01001678,Greenwich 017A,E09000011,Greenwich,14.1,19867,7
E01001679,Greenwich 020A,E09000011,Greenwich,13.5,20502,7
E01001680,Greenwich 020B,E09000011,Greenwich,8.9,25987,8
E01001681,Greenwich 020C,E09000011,Greenwich,18.3,15871,5
E01001682,Greenwich 020D,E09000011,Greenwich,18.2,15940,5
E01001683,Greenwich 017B,E09000011,Greenwich,22.8,12171,4
E01001684,Greenwich 017C,E09000011,Greenwich,24.7,10933,4
E01001685,Greenwich 017D,E09000011,Greenwich,17.3,16704,6
E01001686,Greenwich 020E,E09000011,Greenwich,20.5,13909,5
E01001687,Greenwich 002A,E09000011,Greenwich,35.7,5655,2
E01001688,Greenwich 002B,E09000011,Greenwich,26.6,9824,3
E01001690,Greenwich 001A,E09000011,Greenwich,29.7,8164,3
E01001692,Greenwich 001B,E09000011,Greenwich,30.0,8020,3
E01001693,Greenwich 001C,E09000011,Greenwich,33.7,6383,2
E01001694,Greenwich 001D,E09000011,Greenwich,23.2,11923,4
E01001695,Greenwich 011A,E09000011,Greenwich,36.8,5276,2
E01001696,Greenwich 011B,E09000011,Greenwich,36.8,5270,2
E01001697,Greenwich 011C,E09000011,Greenwich,33.9,6293,2
E01001698,Greenwich 015A,E09000011,Greenwich,29.5,8235,3
E01001699,Greenwich 015B,E09000011,Greenwich,24.7,10944,4
E01001700,Greenwich 011D,E09000011,Greenwich,31.1,7478,3
E01001701,Greenwich 015C,E09000011,Greenwich,29.4,8286,3
E01001702,Greenwich 015D,E09000011,Greenwich,37.9,4923,2
E01001703,Greenwich 011E,E09000011,Greenwich,31.8,7158,3
E01001704,Greenwich 011F,E09000011,Greenwich,23.5,11676,4
E01001705,Greenwich 005A,E09000011,Greenwich,32.6,6839,3
E01001706,Greenwich 005B,E09000011,Greenwich,39.5,4427,2
E01001708,Greenwich 005C,E09000011,Greenwich,20.6,13833,5
E01001709,Greenwich 004B,E09000011,Greenwich,37.3,5099,2
E01001710,Greenwich 005D,E09000011,Greenwich,33.5,6464,2
E01001711,Greenwich 004C,E09000011,Greenwich,27.8,9120,3
E01001712,Greenwich 004D,E09000011,Greenwich,31.3,7387,3
E01001713,Greenwich 005E,E09000011,Greenwich,37.1,5191,2
E01032567,Greenwich 033D,E09000011,Greenwich,18.8,15449,5
E01033726,Greenwich 034E,E09000011,Greenwich,33.6,6446,2
E01033727,Greenwich 035B,E09000011,Greenwich,19.5,14786,5
E01033728,Greenwich 035C,E09000011,Greenwich,9.3,25444,8
E01033729,Greenwich 030E,E09000011,Greenwich,25.1,10717,4
E01033730,Greenwich 035D,E09000011,Greenwich,17.4,16644,6
E01033731,Greenwich 004E,E09000011,Greenwich,11.7,22527,7
E01033732,Greenwich 036D,E09000011,Greenwich,25.8,10335,4
E01033733,Greenwich 036E,E09000011,Greenwich,14.6,19291,6
E01033734,Greenwich 004F,E09000011,Greenwich,15.6,18297,6
E01033735,Greenwich 004G,E09000011,Greenwich,27.8,9152,3
E01033736,Greenwich 004H,E09000011,Greenwich,10.5,23883,8
E01033737,Greenwich 004I,E09000011,Greenwich,33.8,6353,2
E01033738,Greenwich 037D,E09000011,Greenwich,22.3,12531,4
E01033739,Greenwich 002E,E09000011,Greenwich,19.1,15162,5
E01033740,Greenwich 002F,E09000011,Greenwich,20.3,14071,5
E01033741,Greenwich 002G,E09000011,Greenwich,19.6,14715,5
E01033742,Greenwich 007F,E09000011,Greenwich,13.1,20945,7
E01033743,Greenwich 002H,E09000011,Greenwich,21.0,13578,5
E01033744,Greenwich 007G,E09000011,Greenwich,29.4,8319,3
E01033745,Greenwich 002I,E09000011,Greenwich,22.1,12697,4
E01033746,Greenwich 038E,E09000011,Greenwich,21.8,12902,4
E01001714,Hackney 002A,E09000012,Hackney,44.2,3216,1
E01001715,Hackney 007A,E09000012,Hackney,28.3,8857,3
E01001716,Hackney 007B,E09000012,Hackney,37.1,5179,2
E01001717,Hackney 007C,E09000012,Hackney,27.5,9310,3
E01001718,Hackney 007D,E09000012,Hackney,20.1,14212,5
E01001719,Hackney 007E,E09000012,Hackney,35.7,5629,2
E01001720,Hackney 007F,E09000012,Hackney,19.8,14558,5
E01001722,Hackney 029A,E09000012,Hackney,31.7,7202,3
E01001723,Hackney 006A,E09000012,Hackney,22.8,12151,4
E01001724,Hackney 006B,E09000012,Hackney,25.3,10562,4
E01001725,Hackney 004A,E09000012,Hackney,26.6,9853,3
E01001726,Hackney 004B,E09000012,Hackney,32.8,6738,3
E01001727,Hackney 006C,E09000012,Hackney,22.6,12316,4
E01001728,Hackney 029B,E09000012,Hackney,30.6,7754,3
E01001729,Hackney 019A,E09000012,Hackney,42.0,3718,2
E01001730,Hackney 019B,E09000012,Hackney,45.8,2897,1
E01001731,Hackney 017A,E09000012,Hackney,31.2,7474,3
E01001732,Hackney 019C,E09000012,Hackney,39.1,4530,2
E01001733,Hackney 015A,E09000012,Hackney,32.4,6917,3
E01001734,Hackney 017B,E09000012,Hackney,36.3,5446,2
E01001735,Hackney 019D,E09000012,Hackney,35.2,5831,2
E01001736,Hackney 012A,E09000012,Hackney,21.5,13149,5
E01001737,Hackney 012B,E09000012,Hackney,24.6,11026,4
E01001738,Hackney 012C,E09000012,Hackney,22.9,12095,4
E01001739,Hackney 012D,E09000012,Hackney,25.8,10312,4
E01001740,Hackney 014A,E09000012,Hackney,43.9,3274,1
E01001741,Hackney 009A,E09000012,Hackney,17.8,16337,5
E01001742,Hackney 008A,E09000012,Hackney,29.0,8495,3
E01001744,Hackney 021B,E09000012,Hackney,32.0,7078,3
E01001745,Hackney 016A,E09000012,Hackney,36.8,5257,2
E01001746,Hackney 016B,E09000012,Hackney,35.3,5801,2
E01001747,Hackney 014B,E09000012,Hackney,31.1,7514,3
E01001748,Hackney 020A,E09000012,Hackney,32.8,6737,3
E01001749,Hackney 020B,E09000012,Hackney,31.1,7497,3
E01001750,Hackney 021C,E09000012,Hackney,36.0,5518,2
E01001751,Hackney 021D,E09000012,Hackney,18.7,15464,5
E01001752,Hackney 025A,E09000012,Hackney,26.8,9681,3
E01001753,Hackney 025B,E09000012,Hackney,35.9,5565,2
E01001754,Hackney 025C,E09000012,Hackney,31.5,7318,3
E01001755,Hackney 025D,E09000012,Hackney,40.1,4241,2
E01001756,Hackney 021E,E09000012,Hackney,23.4,11738,4
E01001757,Hackney 016C,E09000012,Hackney,31.9,7129,3
E01001758,Hackney 016D,E09000012,Hackney,38.9,4616,2
E01001759,Hackney 016E,E09000012,Hackney,28.9,8528,3
E01001760,Hackney 017C,E09000012,Hackney,39.2,4504,2
